index,x,y,z,roll,pitch,yaw
3777,-4.13206,2.88168,1.63791,0.0144242, -0.0234634, -0.773542, 0.633146
3778,-4.13014,2.8798,1.63765,0.014418, -0.0232081, -0.772519, 0.634403
3779,-4.1282,2.87792,1.63739,0.0144131, -0.022962, -0.771506, 0.635644
3780,-4.12624,2.87603,1.63713,0.0144105, -0.0227227, -0.770522, 0.636846
3781,-4.12425,2.87412,1.63687,0.0144004, -0.0224827, -0.769537, 0.638044
3782,-4.12608,2.88879,1.6385,0.0144739, -0.0227357, -0.769832, 0.637677
3783,-4.1242,2.88693,1.63821,0.0144722, -0.0225023, -0.768843, 0.638878
3784,-4.12229,2.88505,1.63792,0.0144605, -0.0222529, -0.76785, 0.64008
3785,-4.12037,2.88317,1.63762,0.014439, -0.0219996, -0.766862, 0.641272
3786,-4.11842,2.88128,1.63731,0.0144173, -0.0217462, -0.765868, 0.642468
3787,-4.11645,2.87938,1.637,0.0143943, -0.0214852, -0.76487, 0.643665
3788,-4.11445,2.87747,1.63668,0.0143495, -0.0212146, -0.763877, 0.644853
3789,-4.11243,2.87555,1.63636,0.0142828, -0.0209328, -0.762874, 0.646051
3790,-4.11508,2.88817,1.63795,0.014406, -0.0210166, -0.762883, 0.646034
3791,-4.11313,2.8863,1.6376,0.014319, -0.0207118, -0.761872, 0.647238
3792,-4.11116,2.88441,1.63726,0.0142169, -0.0203813, -0.760853, 0.648448
3793,-4.10916,2.88251,1.6369,0.014083, -0.0200287, -0.759817, 0.649676
3794,-4.10713,2.8806,1.63654,0.0139247, -0.0196461, -0.758768, 0.650916
3795,-4.10508,2.87869,1.63617,0.0137494, -0.0192464, -0.757709, 0.652163
3796,-4.10299,2.87676,1.6358,0.0135523, -0.0188197, -0.756638, 0.653423
3797,-4.10089,2.87482,1.63542,0.0133399, -0.0183814, -0.755568, 0.654676
3798,-4.09875,2.87286,1.63503,0.0131323, -0.0179247, -0.754485, 0.655941
3799,-4.0966,2.8709,1.63464,0.0129134, -0.0174513, -0.753393, 0.657212
3800,-4.09442,2.86892,1.63424,0.0127151, -0.0169739, -0.752285, 0.658497
3801,-4.09717,2.88231,1.63562,0.0129015, -0.0170582, -0.752317, 0.658454
3802,-4.0951,2.88035,1.63519,0.0127283, -0.0165784, -0.751189, 0.659756
3803,-4.09302,2.87839,1.63476,0.0125664, -0.016101, -0.750067, 0.661046
3804,-4.09092,2.8764,1.63433,0.0124006, -0.015634, -0.748926, 0.662354
3805,-4.08881,2.87441,1.63389,0.0122646, -0.0151743, -0.747784, 0.663656
3806,-4.08668,2.8724,1.63345,0.0121176, -0.0147226, -0.746637, 0.664959
3807,-4.08455,2.87038,1.63301,0.011989, -0.014265, -0.745495, 0.666251
3808,-4.0824,2.86835,1.63256,0.0118668, -0.0138106, -0.744354, 0.667537
3809,-4.08023,2.8663,1.6321,0.011751, -0.0133629, -0.74322, 0.668811
3810,-4.07806,2.86424,1.63164,0.01164, -0.0129359, -0.742094, 0.67007
3811,-4.07587,2.86217,1.63118,0.011551, -0.012498, -0.740958, 0.671336
3812,-4.07905,2.87644,1.63277,0.0117208, -0.0127058, -0.741221, 0.671039
3813,-4.07698,2.8744,1.63228,0.0116403, -0.0122674, -0.740089, 0.672296
3814,-4.0749,2.87234,1.6318,0.011576, -0.0118069, -0.738968, 0.673538
3815,-4.0728,2.87026,1.63132,0.0115086, -0.0113384, -0.73786, 0.674761
3816,-4.07069,2.86818,1.63084,0.0114733, -0.0108693, -0.736754, 0.675976
3817,-4.06856,2.86607,1.63036,0.0114523, -0.010416, -0.735642, 0.677193
3818,-4.06641,2.86396,1.62989,0.0114628, -0.00998066, -0.734542, 0.678393
3819,-4.06425,2.86183,1.62943,0.0114988, -0.00956703, -0.733439, 0.679591
3820,-4.06705,2.87539,1.63102,0.0116096, -0.00968469, -0.733417, 0.67961
3821,-4.06498,2.8733,1.63056,0.0116816, -0.0092811, -0.732311, 0.680807
3822,-4.06289,2.8712,1.6301,0.011784, -0.00891661, -0.731183, 0.682022
3823,-4.0608,2.86909,1.62966,0.0119205, -0.00857848, -0.730065, 0.68322
3824,-4.06298,2.88018,1.63117,0.0119609, -0.00849937, -0.729884, 0.683414
3825,-4.06093,2.87812,1.63074,0.0121461, -0.00818864, -0.728743, 0.684631
3826,-4.05886,2.87605,1.63032,0.0123675, -0.00792068, -0.727587, 0.685858
3827,-4.05679,2.87396,1.62991,0.0126041, -0.00767683, -0.726422, 0.68709
3828,-4.05845,2.88328,1.63122,0.0127699, -0.00742954, -0.725999, 0.687537
3829,-4.05641,2.88123,1.63082,0.0130128, -0.00716918, -0.724821, 0.688777
3830,-4.05436,2.87916,1.63043,0.0132941, -0.00690711, -0.723633, 0.690022
3831,-4.05229,2.87708,1.63006,0.0136222, -0.00665933, -0.722441, 0.691267
3832,-4.05021,2.87499,1.62971,0.0139561, -0.00639319, -0.721227, 0.692528
3833,-4.0481,2.87289,1.62938,0.0142628, -0.00611979, -0.720017, 0.693783
3834,-4.04597,2.87078,1.62906,0.0145635, -0.00580808, -0.718783, 0.695057
3835,-4.04382,2.86865,1.62875,0.0148445, -0.00548553, -0.717554, 0.696323
3836,-4.04163,2.86652,1.62847,0.0151124, -0.00515541, -0.716315, 0.697595
3837,-4.03942,2.86438,1.62819,0.0153563, -0.00484326, -0.715054, 0.698884
3838,-4.03717,2.86223,1.62793,0.0155793, -0.00453869, -0.713777, 0.700185
3839,-4.03987,2.8734,1.62925,0.0160092, -0.0045481, -0.713822, 0.700129
3840,-4.03771,2.87126,1.62897,0.0162035, -0.00426171, -0.712512, 0.70146
3841,-4.03553,2.86911,1.62871,0.0163919, -0.00398695, -0.711182, 0.702806
3842,-4.03333,2.86696,1.62846,0.0165783, -0.00373111, -0.709845, 0.704153
3843,-4.03111,2.86482,1.6282,0.0167812, -0.00350975, -0.708482, 0.70552
3844,-4.02887,2.86268,1.62796,0.0170093, -0.00333675, -0.707104, 0.706897
3845,-4.02662,2.86053,1.62773,0.017259, -0.00319701, -0.70571, 0.708283
3846,-4.02436,2.85839,1.6275,0.0175349, -0.0031027, -0.704301, 0.709678
3847,-4.02208,2.85625,1.62728,0.0178383, -0.00305266, -0.702883, 0.711075
3848,-4.01979,2.8541,1.62708,0.0181615, -0.00303382, -0.701452, 0.712478
3849,-4.01749,2.85195,1.62688,0.0185099, -0.00301242, -0.699999, 0.713897
3850,-4.0213,2.86489,1.62841,0.0188752, -0.00323585, -0.700253, 0.713638
3851,-4.01912,2.86276,1.62821,0.0192174, -0.00322134, -0.698785, 0.715066
3852,-4.01692,2.86062,1.62802,0.0195765, -0.00320459, -0.697319, 0.716486
3853,-4.0147,2.85847,1.62785,0.0199308, -0.00318331, -0.695846, 0.717907
3854,-4.01246,2.85631,1.62768,0.0202872, -0.00313147, -0.694349, 0.719345
3855,-4.01018,2.85414,1.62752,0.0206394, -0.00306296, -0.692841, 0.720788
3856,-4.00789,2.85196,1.62736,0.0209903, -0.00297997, -0.691343, 0.722216
3857,-4.00556,2.84976,1.62722,0.0213473, -0.00287724, -0.689835, 0.723646
3858,-4.00931,2.86209,1.6286,0.0216742, -0.00300361, -0.689731, 0.723735
3859,-4.00705,2.85992,1.62844,0.0220291, -0.00287251, -0.688214, 0.725168
3860,-4.00478,2.85774,1.62829,0.0223989, -0.0027353, -0.686695, 0.726596
3861,-4.00247,2.85555,1.62814,0.0227822, -0.00258174, -0.68517, 0.728022
3862,-4.00014,2.85336,1.628,0.0231586, -0.00241957, -0.683654, 0.729435
3863,-3.99779,2.85115,1.62785,0.0235643, -0.00226065, -0.682149, 0.73083
3864,-3.99542,2.84894,1.62772,0.0239785, -0.00210833, -0.680632, 0.73223
3865,-3.99304,2.84673,1.62758,0.0244003, -0.0019823, -0.679134, 0.733606
3866,-3.9968,2.85888,1.62892,0.0247033, -0.0020955, -0.679122, 0.733607
3867,-3.9945,2.8567,1.62877,0.0251241, -0.00197881, -0.677614, 0.734986
3868,-3.99218,2.85451,1.62862,0.0255567, -0.0018769, -0.676098, 0.736366
3869,-3.98984,2.85232,1.62848,0.025998, -0.00180438, -0.67459, 0.737733
3870,-3.98749,2.85013,1.62834,0.0264165, -0.00175321, -0.673064, 0.739111
3871,-3.98512,2.84794,1.6282,0.026831, -0.00172004, -0.671537, 0.740483
3872,-3.98273,2.84576,1.62806,0.027219, -0.00168642, -0.670004, 0.741856
3873,-3.98592,2.85726,1.62928,0.0274692, -0.00171597, -0.669814, 0.742019
3874,-3.98359,2.85511,1.62914,0.0278194, -0.00168711, -0.668263, 0.743403
3875,-3.98124,2.85296,1.62899,0.0281301, -0.0016606, -0.666704, 0.74479
3876,-3.97886,2.85082,1.62885,0.0284187, -0.00163129, -0.665123, 0.746191
3877,-3.97646,2.84868,1.62871,0.0286669, -0.00159093, -0.663544, 0.747587
3878,-3.97403,2.84654,1.62857,0.0288777, -0.00154298, -0.661947, 0.748993
3879,-3.97158,2.84441,1.62843,0.0290669, -0.0014812, -0.660349, 0.750394
3880,-3.9691,2.84228,1.62829,0.0292184, -0.00141007, -0.658735, 0.751806
3881,-3.96659,2.84016,1.62816,0.029359, -0.00131913, -0.657112, 0.75322
3882,-3.96406,2.83803,1.62802,0.0294843, -0.00122542, -0.655487, 0.75463
3883,-3.96151,2.83591,1.62789,0.0295935, -0.0011215, -0.653859, 0.756037
3884,-3.96498,2.84894,1.62904,0.029873, -0.00127673, -0.653751, 0.756119
3885,-3.96253,2.84683,1.62889,0.0299813, -0.00118034, -0.652111, 0.757529
3886,-3.96006,2.84472,1.62874,0.0300908, -0.00108817, -0.650479, 0.758927
3887,-3.95757,2.84262,1.62861,0.0302073, -0.00101624, -0.648843, 0.760322
3888,-3.95507,2.84051,1.62848,0.0303265, -0.000955739, -0.647196, 0.761719
3889,-3.95256,2.83841,1.62835,0.0304463, -0.000903685, -0.64557, 0.763093
3890,-3.95003,2.83631,1.62824,0.0305782, -0.000884773, -0.643937, 0.764466
3891,-3.9475,2.8342,1.62814,0.0307106, -0.000886077, -0.642291, 0.765845
3892,-3.94495,2.8321,1.62804,0.0308463, -0.000894019, -0.640633, 0.767227
3893,-3.9424,2.83,1.62795,0.0309832, -0.000937621, -0.638976, 0.768602
3894,-3.93984,2.8279,1.62787,0.0311206, -0.0010091, -0.637328, 0.769964
3895,-3.94331,2.84318,1.62916,0.0312031, -0.00132297, -0.637617, 0.76972
3896,-3.94086,2.84112,1.62906,0.031349, -0.00142388, -0.635946, 0.771095
3897,-3.93841,2.83907,1.62896,0.0314973, -0.00155132, -0.634267, 0.772471
3898,-3.93595,2.83702,1.62887,0.0316407, -0.00169986, -0.632565, 0.773859
3899,-3.93348,2.83498,1.62879,0.0317669, -0.0018675, -0.630851, 0.775251
3900,-3.93101,2.83294,1.62871,0.0318673, -0.00202521, -0.629118, 0.776654
3901,-3.92853,2.83091,1.62863,0.0318992, -0.00216459, -0.627358, 0.778074
3902,-3.93117,2.84576,1.62998,0.0318362, -0.0023244, -0.627104, 0.778281
3903,-3.92875,2.8438,1.62989,0.0318356, -0.00243179, -0.625323, 0.779713
3904,-3.92632,2.84184,1.6298,0.0318067, -0.00252573, -0.623526, 0.781151
3905,-3.92387,2.83989,1.6297,0.0317502, -0.00256876, -0.621725, 0.782587
3906,-3.9214,2.83795,1.6296,0.0316694, -0.00258175, -0.619936, 0.784009
3907,-3.91892,2.836,1.6295,0.0315626, -0.00256099, -0.618138, 0.785432
3908,-3.91643,2.83406,1.6294,0.0314385, -0.00251721, -0.616322, 0.786862
3909,-3.91392,2.83212,1.62929,0.031297, -0.00246366, -0.614492, 0.788298
3910,-3.91707,2.84634,1.63031,0.031333, -0.00258007, -0.614394, 0.788373
3911,-3.91463,2.84445,1.63019,0.031176, -0.00251395, -0.612544, 0.789818
3912,-3.91219,2.84256,1.63005,0.031016, -0.00244029, -0.610697, 0.791253
3913,-3.90975,2.84067,1.62991,0.0308584, -0.00235726, -0.608835, 0.792693
3914,-3.91224,2.85248,1.63089,0.0308978, -0.00229746, -0.608664, 0.792823
3915,-3.90984,2.85066,1.63074,0.030736, -0.00221941, -0.60681, 0.794249
3916,-3.90744,2.84884,1.63058,0.0305941, -0.00214182, -0.604944, 0.795677
3917,-3.90504,2.84701,1.63041,0.0304664, -0.00208027, -0.603075, 0.7971
3918,-3.90265,2.84519,1.63024,0.0303572, -0.00203671, -0.601187, 0.798529
3919,-3.90027,2.84336,1.63005,0.0302619, -0.00199185, -0.599301, 0.799949
3920,-3.8979,2.84154,1.62986,0.0302112, -0.00194674, -0.597424, 0.801354
3921,-3.89554,2.83971,1.62967,0.0301957, -0.00191707, -0.595527, 0.802766
3922,-3.89825,2.85153,1.63057,0.0304353, -0.00188896, -0.595089, 0.803081
3923,-3.89598,2.84972,1.63035,0.0304434, -0.00187967, -0.593173, 0.804497
3924,-3.89371,2.84792,1.63013,0.0304804, -0.00187376, -0.591249, 0.805911
3925,-3.89145,2.84611,1.62992,0.0305253, -0.0018776, -0.589308, 0.80733
3926,-3.8892,2.8443,1.6297,0.0305811, -0.00188702, -0.587345, 0.808757
3927,-3.88696,2.84248,1.62949,0.0306232, -0.00187705, -0.585368, 0.810187
3928,-3.88471,2.84067,1.62928,0.0306772, -0.00187823, -0.583369, 0.811626
3929,-3.88246,2.83886,1.62908,0.030746, -0.00186511, -0.581376, 0.813052
3930,-3.88021,2.83704,1.62888,0.030819, -0.00183895, -0.579376, 0.814475
3931,-3.87796,2.83522,1.62869,0.0309014, -0.00176744, -0.577368, 0.815897
3932,-3.8757,2.8334,1.6285,0.0310031, -0.00167065, -0.575353, 0.817316
3933,-3.8792,2.84651,1.62924,0.031284, -0.00175272, -0.575665, 0.817085
3934,-3.87704,2.84468,1.62903,0.0314041, -0.00163253, -0.573644, 0.818501
3935,-3.87487,2.84286,1.62883,0.0315362, -0.00147809, -0.571632, 0.819903
3936,-3.8727,2.84102,1.62864,0.0316846, -0.00129752, -0.569622, 0.821295
3937,-3.87052,2.83919,1.62845,0.031863, -0.00110249, -0.567642, 0.822658
3938,-3.86833,2.83735,1.62828,0.0320411, -0.000891326, -0.565656, 0.824018
3939,-3.86613,2.83551,1.62812,0.0322399, -0.000667949, -0.563683, 0.825361
3940,-3.86795,2.84876,1.62935,0.0322667, -0.000587774, -0.563502, 0.825484
3941,-3.8658,2.84696,1.62919,0.0324768, -0.00036858, -0.561536, 0.826815
3942,-3.86364,2.84516,1.62904,0.0326874, -0.000161726, -0.55959, 0.828124
3943,-3.86147,2.84336,1.6289,0.0328892, 4.06021e-05, -0.557667, 0.829413
3944,-3.8593,2.84156,1.62878,0.0330923, 0.000226643, -0.555758, 0.830685
3945,-3.85712,2.83976,1.62866,0.0333048, 0.000399154, -0.553869, 0.831937
3946,-3.85494,2.83797,1.62855,0.0335304, 0.000549927, -0.552015, 0.833159
3947,-3.85275,2.83619,1.62845,0.0337547, 0.000702861, -0.550194, 0.834354
3948,-3.85509,2.84933,1.62973,0.0338635, 0.000737033, -0.550212, 0.834338
3949,-3.85296,2.84757,1.62962,0.0340741, 0.000887086, -0.548416, 0.835511
3950,-3.85082,2.84582,1.62952,0.0342856, 0.00103736, -0.546641, 0.836664
3951,-3.84868,2.84408,1.62943,0.0345028, 0.00118342, -0.544895, 0.837793
3952,-3.84652,2.84234,1.62934,0.0347224, 0.00133214, -0.543175, 0.8389
3953,-3.84436,2.84061,1.62925,0.0349302, 0.00147317, -0.541467, 0.839995
3954,-3.84219,2.83889,1.62918,0.0351284, 0.00162325, -0.539792, 0.841064
3955,-3.84,2.83717,1.6291,0.0353069, 0.00177068, -0.53813, 0.84212
3956,-3.84432,2.84971,1.63039,0.0355141, 0.00170752, -0.538229, 0.842049
3957,-3.8422,2.84802,1.6303,0.0356609, 0.00188043, -0.53659, 0.843087
3958,-3.84007,2.84633,1.63021,0.0357915, 0.00207382, -0.53497, 0.84411
3959,-3.83792,2.84466,1.63012,0.0359152, 0.00227295, -0.533383, 0.845108
3960,-3.83575,2.84298,1.63003,0.0360133, 0.00250004, -0.531815, 0.846091
3961,-3.83356,2.84132,1.62993,0.0360951, 0.00275162, -0.530249, 0.847069
3962,-3.83136,2.83966,1.62982,0.0361751, 0.00301992, -0.528719, 0.84802
3963,-3.82914,2.83801,1.62971,0.036249, 0.00330242, -0.527213, 0.848953
3964,-3.82691,2.83637,1.6296,0.0363171, 0.0035971, -0.525727, 0.84987
3965,-3.82467,2.83473,1.62948,0.0364032, 0.0038812, -0.524253, 0.850775
3966,-3.82242,2.83309,1.62935,0.0364921, 0.0041738, -0.522802, 0.851662
3967,-3.82754,2.84719,1.63073,0.0367485, 0.00403247, -0.523046, 0.851502
3968,-3.82539,2.84557,1.63057,0.0368578, 0.00432376, -0.521616, 0.852373
3969,-3.82324,2.84395,1.63041,0.0370019, 0.00459054, -0.520184, 0.85324
3970,-3.82109,2.84234,1.63025,0.0371696, 0.00485601, -0.518767, 0.854093
3971,-3.81893,2.84073,1.63008,0.0373651, 0.00510281, -0.517385, 0.854921
3972,-3.81678,2.83913,1.62991,0.0375681, 0.00533465, -0.516016, 0.855738
3973,-3.81462,2.83754,1.62974,0.0377801, 0.00555407, -0.514665, 0.856541
3974,-3.81246,2.83595,1.62957,0.037995, 0.00574528, -0.513315, 0.857339
3975,-3.81029,2.83437,1.62939,0.0382146, 0.0059224, -0.511993, 0.858119
3976,-3.80811,2.8328,1.62921,0.0384314, 0.00609055, -0.510679, 0.858891
3977,-3.80593,2.83124,1.62903,0.0386355, 0.00625939, -0.509385, 0.859648
3978,-3.8117,2.84688,1.6304,0.0387636, 0.00592935, -0.509887, 0.859347
3979,-3.80962,2.84535,1.63019,0.038964, 0.00610276, -0.508591, 0.860105
3980,-3.80753,2.84384,1.62998,0.0391517, 0.00627658, -0.507309, 0.860852
3981,-3.80542,2.84233,1.62976,0.0393342, 0.00646662, -0.506048, 0.861584
3982,-3.80331,2.84084,1.62954,0.0394985, 0.00667066, -0.50479, 0.862312
3983,-3.80118,2.83936,1.62932,0.0396482, 0.00687808, -0.50356, 0.863023
3984,-3.79904,2.8379,1.6291,0.0398037, 0.00709302, -0.502331, 0.863729
3985,-3.8039,2.85278,1.63069,0.0398129, 0.00690497, -0.502313, 0.863741
3986,-3.80182,2.85138,1.63046,0.0399573, 0.00712012, -0.501087, 0.864445
3987,-3.79974,2.85,1.63021,0.0400926, 0.00731807, -0.499877, 0.865137
3988,-3.79764,2.84863,1.62997,0.0402407, 0.00750092, -0.498666, 0.865827
3989,-3.79554,2.84727,1.62973,0.040416, 0.00766523, -0.497463, 0.866509
3990,-3.79343,2.84593,1.62949,0.040594, 0.00783787, -0.496275, 0.86718
3991,-3.79131,2.8446,1.62925,0.0407909, 0.00800861, -0.495081, 0.867852
3992,-3.78919,2.84327,1.62901,0.0410073, 0.0081476, -0.493906, 0.868509
3993,-3.78706,2.84196,1.62877,0.0412496, 0.0082985, -0.492748, 0.869154
3994,-3.78492,2.84066,1.62854,0.0414967, 0.00844583, -0.491607, 0.869787
3995,-3.78277,2.83937,1.62831,0.0417401, 0.00858883, -0.490458, 0.870422
3996,-3.788,2.85475,1.6296,0.0419296, 0.00843546, -0.49072, 0.870267
3997,-3.78593,2.85348,1.62934,0.0421759, 0.00858493, -0.489591, 0.870889
3998,-3.78386,2.85223,1.62909,0.0424011, 0.00874298, -0.488458, 0.871513
3999,-3.78177,2.85099,1.62885,0.0426312, 0.00891137, -0.487346, 0.872122
4000,-3.77966,2.84976,1.6286,0.0428345, 0.0090743, -0.486255, 0.872719
4001,-3.77754,2.84855,1.62835,0.0430178, 0.00924891, -0.485178, 0.873308
4002,-3.7754,2.84736,1.6281,0.0431658, 0.00943751, -0.484111, 0.87389
4003,-3.77324,2.84618,1.62785,0.0432886, 0.00962483, -0.483045, 0.874472
4004,-3.77107,2.84502,1.62759,0.0433982, 0.00983447, -0.482009, 0.875036
4005,-3.76888,2.84387,1.62733,0.0434895, 0.0100328, -0.48097, 0.8756
4006,-3.76667,2.84275,1.62707,0.0435513, 0.0102345, -0.479954, 0.876152
4007,-3.77224,2.8587,1.62835,0.0436409, 0.0100544, -0.480467, 0.875868
4008,-3.77012,2.85761,1.62806,0.0437001, 0.0102484, -0.479488, 0.8764
4009,-3.76798,2.85654,1.62776,0.0437498, 0.0104379, -0.478531, 0.876918
4010,-3.76583,2.85548,1.62745,0.0437922, 0.0106422, -0.477577, 0.877433
4011,-3.76367,2.85444,1.62715,0.0438374, 0.0108401, -0.476653, 0.877931
4012,-3.76851,2.86802,1.62864,0.0438591, 0.0107658, -0.476646, 0.877935
4013,-3.7664,2.86706,1.62832,0.0439049, 0.010975, -0.475747, 0.878417
4014,-3.76427,2.86611,1.628,0.0439435, 0.0111852, -0.474886, 0.878878
4015,-3.76214,2.86517,1.62768,0.043992, 0.0113954, -0.474045, 0.879327
4016,-3.76603,2.87652,1.62896,0.0441144, 0.0115054, -0.473767, 0.879469
4017,-3.76393,2.87565,1.62862,0.0441832, 0.0117136, -0.472957, 0.879899
4018,-3.76182,2.87479,1.62829,0.0442394, 0.0119306, -0.472162, 0.88032
4019,-3.7597,2.87395,1.62795,0.0442916, 0.0121444, -0.471385, 0.880731
4020,-3.75756,2.87311,1.62762,0.044338, 0.0123551, -0.470638, 0.881125
4021,-3.75542,2.8723,1.62727,0.0443788, 0.0125678, -0.469903, 0.881512
4022,-3.75327,2.87149,1.62693,0.0444222, 0.0127686, -0.469207, 0.881878
4023,-3.75112,2.87071,1.62658,0.0444695, 0.0129728, -0.468531, 0.882232
4024,-3.74895,2.86993,1.62622,0.0444988, 0.0131682, -0.467885, 0.88257
4025,-3.74678,2.86918,1.62587,0.0445148, 0.0133557, -0.467244, 0.882906
4026,-3.7446,2.86845,1.62551,0.0445214, 0.0135321, -0.466613, 0.883236
4027,-3.7494,2.8812,1.62655,0.0447988, 0.0135619, -0.467179, 0.882923
4028,-3.7473,2.88047,1.62616,0.0447903, 0.0137396, -0.466571, 0.883242
4029,-3.7452,2.87976,1.62576,0.0447571, 0.013924, -0.465991, 0.883547
4030,-3.74309,2.87907,1.62536,0.0447108, 0.0141028, -0.465436, 0.883839
4031,-3.74097,2.8784,1.62495,0.0446622, 0.0142668, -0.464894, 0.884124
4032,-3.73885,2.87775,1.62455,0.0445919, 0.0144307, -0.464367, 0.884402
4033,-3.73673,2.87712,1.62414,0.0445235, 0.0145948, -0.463865, 0.884666
4034,-3.7346,2.87651,1.62372,0.0444599, 0.014737, -0.463406, 0.884907
4035,-3.73247,2.87593,1.62331,0.0444131, 0.0148571, -0.462952, 0.885145
4036,-3.73034,2.87536,1.6229,0.0443677, 0.014944, -0.462515, 0.885375
4037,-3.72821,2.87481,1.62249,0.0443364, 0.0150238, -0.462119, 0.885581
4038,-3.73381,2.88907,1.62375,0.0445132, 0.0148935, -0.462795, 0.885222
4039,-3.73178,2.88854,1.62331,0.0444797, 0.0149516, -0.462431, 0.885412
4040,-3.72974,2.88802,1.62288,0.0444579, 0.0150041, -0.46208, 0.885596
4041,-3.72771,2.88753,1.62245,0.0444362, 0.0150462, -0.461769, 0.885758
4042,-3.72568,2.88705,1.62202,0.0444246, 0.0150783, -0.461489, 0.885905
4043,-3.72365,2.88659,1.6216,0.0444255, 0.0150989, -0.461234, 0.886037
4044,-3.72162,2.88615,1.62119,0.0444371, 0.0150948, -0.460989, 0.886164
4045,-3.7196,2.88573,1.62078,0.0444594, 0.0150662, -0.460757, 0.886284
4046,-3.72407,2.90067,1.62202,0.0444412, 0.0149487, -0.461102, 0.886107
4047,-3.72212,2.90031,1.6216,0.0444576, 0.0149007, -0.460911, 0.886207
4048,-3.72017,2.89997,1.62118,0.0444802, 0.0148302, -0.460725, 0.886304
4049,-3.71824,2.89965,1.62077,0.0445182, 0.0147232, -0.460576, 0.886381
4050,-3.71631,2.89935,1.62037,0.0445575, 0.0145718, -0.460423, 0.886461
4051,-3.71439,2.89907,1.61997,0.044637, 0.0143649, -0.460269, 0.88654
4052,-3.71249,2.89881,1.61958,0.0447251, 0.0141149, -0.460126, 0.886614
4053,-3.7106,2.89857,1.6192,0.0448419, 0.0138214, -0.459979, 0.886689
4054,-3.70873,2.89834,1.61882,0.0449593, 0.0134883, -0.45983, 0.886765
4055,-3.70687,2.89814,1.61846,0.0451011, 0.0131254, -0.459698, 0.886832
4056,-3.70502,2.89796,1.6181,0.0452484, 0.0127167, -0.459546, 0.886909
4057,-3.71068,2.91318,1.61926,0.0454509, 0.0123718, -0.460162, 0.886585
4058,-3.70895,2.91303,1.61888,0.0456243, 0.0119509, -0.460016, 0.886657
4059,-3.70723,2.9129,1.6185,0.0458131, 0.011494, -0.459846, 0.886742
4060,-3.70552,2.91279,1.61814,0.0460186, 0.0110093, -0.459686, 0.88682
4061,-3.70382,2.9127,1.6178,0.046239, 0.0104993, -0.459536, 0.886893
4062,-3.70213,2.91263,1.61747,0.0464745, 0.00994444, -0.459364, 0.886976
4063,-3.70044,2.91259,1.61714,0.0467085, 0.00935352, -0.459176, 0.887067
4064,-3.69876,2.91256,1.61683,0.0469355, 0.00872594, -0.458991, 0.887158
4065,-3.69708,2.91255,1.61653,0.04714, 0.0080723, -0.458804, 0.88725
4066,-3.69541,2.91257,1.61624,0.0473562, 0.00738491, -0.458601, 0.887349
4067,-3.69374,2.9126,1.61594,0.0475665, 0.00666631, -0.458404, 0.887445
4068,-3.701,2.92651,1.61731,0.0479268, 0.00631674, -0.458962, 0.88714
4069,-3.69945,2.92657,1.61699,0.0481494, 0.00558576, -0.458775, 0.887229
4070,-3.69791,2.92664,1.61667,0.048386, 0.00483452, -0.458569, 0.887327
4071,-3.69637,2.92673,1.61636,0.048607, 0.00407099, -0.458375, 0.887419
4072,-3.69483,2.92684,1.61606,0.0488456, 0.00329493, -0.458173, 0.887514
4073,-3.6933,2.92696,1.61576,0.0491008, 0.00251272, -0.457961, 0.887612
4074,-3.69176,2.9271,1.61547,0.0493488, 0.00171897, -0.457742, 0.887713
4075,-3.69807,2.9399,1.61684,0.0496417, 0.00144734, -0.457792, 0.887671
4076,-3.69662,2.94009,1.61654,0.0498833, 0.00064578, -0.457594, 0.887761
4077,-3.69516,2.94029,1.61625,0.0501399, -0.000152524, -0.457404, 0.887845
4078,-3.6937,2.94051,1.61597,0.0503789, -0.000967142, -0.457216, 0.887927
4079,-3.69222,2.94074,1.61569,0.0506204, -0.00177439, -0.457022, 0.888012
4080,-3.69074,2.94098,1.61542,0.0508425, -0.0026015, -0.456832, 0.888095
4081,-3.68924,2.94124,1.61515,0.0510718, -0.00342604, -0.456645, 0.888175
4082,-3.68773,2.94151,1.61489,0.0512958, -0.00424656, -0.456455, 0.888257
4083,-3.69395,2.95384,1.61629,0.0516402, -0.00444796, -0.456663, 0.888129
4084,-3.69251,2.95413,1.61601,0.0518484, -0.00527446, -0.456492, 0.8882
4085,-3.69107,2.95444,1.61574,0.0520659, -0.00607126, -0.45632, 0.88827
4086,-3.6896,2.95476,1.61547,0.0522857, -0.00686325, -0.456149, 0.88834
4087,-3.68813,2.95508,1.61521,0.0524653, -0.00765081, -0.456006, 0.888396
4088,-3.68663,2.95542,1.61496,0.0526405, -0.00840041, -0.455858, 0.888455
4089,-3.68511,2.95576,1.61471,0.0528039, -0.00914295, -0.455727, 0.888505
4090,-3.68357,2.95612,1.61447,0.0529469, -0.00987219, -0.455617, 0.888545
4091,-3.68201,2.95648,1.61424,0.0530617, -0.0105796, -0.455527, 0.888576
4092,-3.68043,2.95685,1.61401,0.0531598, -0.011282, -0.45543, 0.888612
4093,-3.67882,2.95723,1.61379,0.0532249, -0.0119698, -0.455343, 0.888643
4094,-3.68586,2.971,1.61536,0.053556, -0.0123455, -0.455939, 0.888312
4095,-3.68435,2.97138,1.6151,0.0535962, -0.0130242, -0.455891, 0.888325
